AutoID	OwnerID	VIN	Make	Model	Year	DriveTrain	EngineType	ExteriorColor	InteriorColor	Transmission
1509	769	BHLOGG4XR7G0925IY	Contoso Motors	SUV	2007	FWD	8 Cylinder	Silver	Black	Automatic
1510	846	GRRQSUNYCMBO1JCIM	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Silver	Black	Automatic
1511	511	CW1GOX8G0SCEOHMGV	Contoso Motors	Convertible 2DR	2007	FWD	6 Cylinder	Silver	Ivory	Automatic
1512	773	1UGMYO6ZDQ3KC72HT	Contoso Motors	Crossover	2005	FWD	6 Cylinder	Silver	Silverstone	Automatic
1513	774	5JIE8CIRSG6DO5D6Y	Contoso Motors	SUV	2007	FWD	Electric	Silver	Smoke White	Automatic
1514	514	SHFW1485JP8BKDCN2	Contoso Motors	Minivan	2009	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1515	789	UNXA7MYFRC185UENT	Contoso Motors	SUV	2004	FWD	Electric	Silver	Red	Automatic
1516	516	FVZH6SUQJS69V5DGG	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1517	792	XOFNWGQJNGM873DZT	Contoso Motors	SUV	2016	FWD	Electric	Silver	White	Automatic
1518	518	UUYYO73V5Y6LZ1NVL	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1519	519	6Y8Y0BNPFVH43DZ1D	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
1520	520	WIMUHV7ZOBKPI03BD	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1521	521	27SEXSHYVQ6VY54IT	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Chili Red	Black	Automatic
1522	522	5HDV89IZ3WY50VUOY	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Blue	Old Lace	Automatic
1523	277	TFMQU0D2MDU2FP5Q8	Contoso Motors	Sedan	2004	AWD	Electric	Chili Red	Black	Semi-automatic
1524	320	UOSRNKXPQ6TW69O0V	Contoso Motors	Wagon	2013	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1525	398	KNUVWH1HPMMKNR6SS	Contoso Motors	Sedan	2005	FWD	Electric	White Silver	Smoke White	Semi-automatic
1526	399	W87OFVPYZZRGFXOYV	Contoso Motors	Sedan	2006	FWD	Electric	Racing Green	Beige	Semi-automatic
1527	793	HL7QWAKSLPLGGIA5Z	Contoso Motors	SUV	2011	FWD	Hybrid	Silver	Black	Automatic
1528	521	9K6N3B4YM0MDPZBK4	Contoso Motors	Truck	2005	FWD	8 Cylinder	Silver	Black	Automatic
1529	624	QWC264BKO406G99YX	Contoso Motors	Truck	2016	FWD	8 Cylinder	Silver	Black	Automatic
1530	340	BB6JTFWSINXUHNLS2	Contoso Motors	Hatchback	2016	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1531	346	TK0KO40ZA5A4S28MS	Contoso Motors	Wagon	2010	FWD	6 Cylinder	Blue	Old Lace	Automatic
1532	532	9LZYSQ2EI0ARBTSAJ	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1533	533	KXNKAFRAK1J6E2U1B	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Chili Red	Black	Automatic
1534	795	5CFGO2J07EC6FCJFA	Contoso Motors	Crossover	2006	FWD	Hybrid	Silver	Ivory	Automatic
1535	355	4Q5OVWVJQGKWWQXGS	Contoso Motors	Hatchback	2011	FWD	6 Cylinder	Chili Red	Black	Automatic
1536	641	JFVLSAR3BYBMAEJT5	Contoso Motors	Truck	2005	FWD	8 Cylinder	Silver	Black	Automatic
1537	797	SH85GQO77AR5YFRTD	Contoso Motors	Crossover	2004	AWD	Hybrid	Silver	Silverstone	Automatic
1538	467	NMFWXCAUUDH36P048	Contoso Motors	Sedan	2013	FWD	Electric	Silver	Ivory	Semi-automatic
1539	412	AEO5LVAOL7IREKB6E	Contoso Motors	Wagon	2004	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1540	540	LECL9ZZ9XECVR48E2	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1541	807	6YOYKFUC5X42DUNNC	Contoso Motors	SUV	2007	FWD	6 Cylinder	Silver	Ivory	Automatic
1542	814	XLVJSCH9EPSN7QVD5	Contoso Motors	SUV	2016	AWD	3 Cylinder	Silver	Gray	Automatic
1543	894	NZOEWO2I5KZ9VITWL	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Silver	Black	Automatic
1544	544	4FYGDM5C6HS2K3RY5	Contoso Motors	Convertible 2DR	2007	FWD	Electric	Volcanic Orange	White	Automatic
1545	777	W345EOIZ1P4D71V97	Contoso Motors	Coupe	2014	RWD	8 Cylinder	Silver	Red	Automatic
1546	546	KVMP01U4Q6L1F5E6C	Contoso Motors	Hybrid	2014	FWD	Hybrid	Blue	Old Lace	Semi-automatic
1547	760	5FE440DUQUZKYDFF7	Contoso Motors	Truck	2015	FWD	8 Cylinder	Silver	Black	Automatic
1548	436	EKW640T5T4QOFIC2U	Contoso Motors	Hatchback	2016	AWD	6 Cylinder	Thunder Gray	Gray	Automatic
1549	470	KS8EL125HYA3EBP5E	Contoso Motors	Sedan	2015	FWD	Electric	White Silver	Smoke White	Semi-automatic
1550	518	7OFQRQ2M19MUJIUSJ	Contoso Motors	Sedan	2015	FWD	Electric	Blazing Gray	Nutmeg	Semi-automatic
1551	530	LNLAAIQWMT7JVMPMS	Contoso Motors	Sedan	2005	AWD	Electric	Blazing Gray	Nutmeg	Semi-automatic
1552	443	O3B237IYWMPFSF20Q	Contoso Motors	Hatchback	2011	AWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1553	1000	O3JB3WYC014ALTBDG	Contoso Motors	Truck	2013	AWD	8 Cylinder	Silver	Black	Automatic
1554	145	T2TF0BJTVUI5DRJZU	Contoso Motors	Truck	2011	AWD	8 Cylinder	Silver	Black	Automatic
1555	17	68QK5KSFDUQ70LYOF	Contoso Motors	Coupe	2004	AWD	8 Cylinder	Chili Red	Black	Automatic
1556	556	36GQ6LK7ZZG18PZEZ	Contoso Motors	Hybrid	2014	FWD	Hybrid	Volcanic Orange	White	Semi-automatic
1557	817	AW70NLMX8PV0LAS0C	Contoso Motors	SUV	2005	AWD	Electric	Silver	Black	Automatic
1558	15	5P57WNFONMMCH2J8C	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Silver	Black	Automatic
1559	559	Z4X5MYSEL1B0UVLLA	Contoso Motors	Convertible 2DR	2004	RWD	6 Cylinder	Silver	Ivory	Automatic
1560	821	N2KHHTB57D9IJGIBK	Contoso Motors	Convertible 2DR	2016	RWD	8 Cylinder	Silver	Silverstone	Automatic
1561	822	3LM6L9DBF0WM7OT2G	Contoso Motors	SUV	2015	FWD	12 Cylinder	Silver	Smoke White	Automatic
1562	562	O983ZFAOX3EX873I2	Contoso Motors	Minivan	2016	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1563	837	JX41LIDZE71NUSCTG	Contoso Motors	SUV	2011	RWD	8 Cylinder	Silver	Red	Automatic
1564	564	JCDCAMUP86TWW8HK4	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1565	840	QH9CF10U8A2Y6M89K	Contoso Motors	SUV	2007	FWD	Electric	Silver	White	Automatic
1566	566	E4JKDQZU95AZHIBYC	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1567	567	KJLW8ZRR3ANX19RCF	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Pepper White	Dark Gray	Automatic
1568	568	BGEPPHL3N48B3GWP0	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1569	569	3RU2E6A5BY89CDQ5Y	Contoso Motors	Minivan	2014	FWD	6 Cylinder	Chili Red	Black	Automatic
1570	570	M6TTBHZY8DGMNKRN2	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Blue	Old Lace	Automatic
1571	578	WQ6DTHHUJLDR1E0YA	Contoso Motors	Sedan	2005	FWD	Electric	Thunder Gray	Gray	Semi-automatic
1572	460	XRM3ZG9CN2B8L7XZA	Contoso Motors	Wagon	2011	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1573	590	EV2ACSWSTKFJW079L	Contoso Motors	Sedan	2009	FWD	Electric	Thunder Gray	Gray	Semi-automatic
1574	638	0IESVCF1KGKEOXYYS	Contoso Motors	Sedan	2016	AWD	Electric	Thunder Gray	Gray	Semi-automatic
1575	841	RO1KIV05KIY4ZQ48E	Contoso Motors	SUV	2004	FWD	Hybrid	Silver	Black	Automatic
1576	265	0SEZX361T08ETSC2U	Contoso Motors	Truck	2014	FWD	8 Cylinder	Silver	Black	Automatic
1577	385	F0DCI60VY9KL3FSJM	Contoso Motors	Truck	2007	FWD	8 Cylinder	Silver	Black	Automatic
1578	491	AAS75KHKTTGXX1D1M	Contoso Motors	Hatchback	2013	FWD	6 Cylinder	Racing Green	Beige	Automatic
1579	495	AXTJKB5CSA5TXKUPQ	Contoso Motors	Hatchback	2016	RWD	6 Cylinder	Pepper White	Dark Gray	Automatic
1580	580	C1KTYKY80U1A2FF5F	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1581	581	S3CB9EBFGNB9ZV587	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Chili Red	Black	Automatic
1582	843	OR5ODEZT9BLC55KG9	Contoso Motors	Crossover	2012	FWD	Electric	Silver	Ivory	Automatic
1583	444	R68X8CRT7UFQ57SKV	Contoso Motors	Wagon	2007	FWD	8 Cylinder	Deep Blue	Brown	Automatic
1584	529	U8DNJABNVRSI6QNGO	Contoso Motors	Truck	2014	FWD	8 Cylinder	Silver	Black	Automatic
1585	845	H90FJDYMZQHOTJJRG	Contoso Motors	Crossover	2011	FWD	6 Cylinder	Silver	Silverstone	Automatic
1586	639	UC85N8APJRKY3LH9T	Contoso Motors	Sedan	2011	AWD	Electric	Pepper White	Dark Gray	Semi-automatic
1587	564	5KUKWLQS8YX657DNF	Contoso Motors	Hatchback	2004	AWD	8 Cylinder	White Silver	Smoke White	Automatic
1588	588	8LXHG9FTX5LUIKBYN	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1589	855	2MPL86P3AN8ASIW0E	Contoso Motors	SUV	2004	AWD	Hybrid	Silver	Silverstone	Automatic
1590	862	FUJGPJPKYW3MC45LY	Contoso Motors	SUV	2007	FWD	4 Cylinder	Silver	White	Automatic
1591	71	VE98QV3EYDPB42RBQ	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Silver	Black	Automatic
1592	592	8Z9YKS53ZTWY2OJ4O	Contoso Motors	Convertible 2DR	2016	RWD	Electric	Volcanic Orange	White	Automatic
1593	641	TJUPIEC0LBKARMSH3	Contoso Motors	Coupe	2004	FWD	8 Cylinder	Silver	Ivory	Automatic
1594	594	SOUVK7HBM2FAQTAUS	Contoso Motors	Hybrid	2014	FWD	Hybrid	Blue	Old Lace	Semi-automatic
1595	632	SDPJZR8GREG3ODHOY	Contoso Motors	Truck	2007	FWD	8 Cylinder	Silver	Black	Automatic
1596	880	7I3ZI3DKNA6XADQPF	Contoso Motors	Wagon	2016	FWD	8 Cylinder	White Silver	Smoke White	Automatic
1597	709	W61TLR0P38YATPSIA	Contoso Motors	Sedan	2004	AWD	Electric	Pepper White	Dark Gray	Semi-automatic
1598	733	CLKWTZ5BN3ACTUDIS	Contoso Motors	Sedan	2014	FWD	Electric	Pepper White	Dark Gray	Semi-automatic
1599	757	OTUUHSVXY7IOUZ5DG	Contoso Motors	Sedan	2011	FWD	Electric	Chili Red	Black	Semi-automatic
1600	572	X4Z73EKSECVVYOQQQ	Contoso Motors	Hatchback	2013	AWD	8 Cylinder	Deep Blue	Brown	Automatic
1601	649	CKDCP5VZ1PXLMFJUI	Contoso Motors	Truck	2007	AWD	8 Cylinder	Silver	Black	Automatic
1602	769	IOW6X2ZEXLU7D64P8	Contoso Motors	Truck	2011	FWD	8 Cylinder	Silver	Black	Automatic
1603	25	1VMWIOFFE6U5C9KKP	Contoso Motors	Coupe	2011	RWD	8 Cylinder	Silver	Dark Gray	Automatic
1604	604	48V6TR0VQRG82KOC2	Contoso Motors	Hybrid	2014	FWD	Hybrid	Blue	Old Lace	Semi-automatic
1605	865	QGSHJB1517N4COP7K	Contoso Motors	SUV	2014	FWD	4 Cylinder	Silver	Ivory	Automatic
1606	270	K3DPIDNVWANODBD7R	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Silver	Black	Automatic
1607	607	AP64B4T7XRHYVXC08	Contoso Motors	Convertible 2DR	2011	RWD	Hybrid	Midnight Black	Silverstone	Automatic
1608	869	GDQVJW6S5CSXD9Z5A	Contoso Motors	Crossover	2014	AWD	6 Cylinder	Silver	Beige	Automatic
1609	870	NJRFWCQ33IK75ATJO	Contoso Motors	SUV	2015	RWD	6 Cylinder	Silver	Nutmeg	Automatic
1610	610	R0EQZMXVG017N3F2R	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1611	885	M0YBUYR0WKKIXXROP	Contoso Motors	SUV	2004	RWD	6 Cylinder	Silver	Dark Gray	Automatic
1612	612	6GIQIXZOSS7BUWGYN	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1613	888	UEC7FUGRL4HHW2GQQ	Contoso Motors	SUV	2016	AWD	6 Cylinder	Silver	Old Lace	Automatic
1614	614	QC02434PWRNE2T2QR	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1615	615	W2Y8E93DPYWST0C6A	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Chili Red	Black	Automatic
1616	616	H89THI6GKS5JY6E83	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Blue	Old Lace	Automatic
1617	617	7SSRFBKWIGBOIW14F	Contoso Motors	Minivan	2014	FWD	6 Cylinder	Silver	Ivory	Automatic
1618	618	AK3R6RZ2O7KHFZMHW	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1619	783	GS7OYBBL6M7ENHIK5	Contoso Motors	Sedan	2013	AWD	Electric	Silver	Ivory	Semi-automatic
1620	692	5IEFLIT90OWI1KNST	Contoso Motors	Wagon	2005	FWD	8 Cylinder	White Silver	Smoke White	Automatic
1621	877	G7IUI1Q9GU0WLHMPM	Contoso Motors	Sedan	2004	FWD	Electric	Silver	Ivory	Semi-automatic
1622	997	33K4PI1RAWSFEIK5M	Contoso Motors	Sedan	2014	AWD	Electric	Midnight Black	Silverstone	Semi-automatic
1623	889	HYAUQ6AX10I4TF368	Contoso Motors	SUV	2011	AWD	8 Cylinder	Silver	Ivory	Automatic
1624	8	56SVWIRUKQ69VDJ4L	Contoso Motors	Truck	2011	AWD	8 Cylinder	Silver	Black	Automatic
1625	273	HFN5V4PWXEJLZN7UG	Contoso Motors	Truck	2014	FWD	8 Cylinder	Silver	Black	Automatic
1626	888	ELM5U2P7ODFHPBWXE	Contoso Motors	Wagon	2011	FWD	8 Cylinder	Deep Blue	Brown	Automatic
1627	128	R2ENORLBCSEJ8X371	Contoso Motors	Wagon	2016	FWD	8 Cylinder	Blazing Gray	Nutmeg	Automatic
1628	628	XXFCC7ZSMPG0UP5Z8	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Blue	Old Lace	Automatic
1629	629	H7LNDN98IKLXV7Y2D	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Silver	Ivory	Automatic
1630	891	3VAMZNIAR2V18EPKW	Contoso Motors	Crossover	2014	AWD	12 Cylinder	Silver	Silverstone	Automatic
1631	91	0XNJORPFB4OV80G8R	Contoso Motors	Hatchback	2006	RWD	Electric	Blazing Gray	Ivory	Automatic
1632	393	E4LPYGCU1QXJ660GS	Contoso Motors	Truck	2011	FWD	8 Cylinder	Silver	Black	Automatic
1633	893	E690S50JPHBMKS9A5	Contoso Motors	Crossover	2004	AWD	6 Cylinder	Silver	Beige	Automatic
1634	23	0MQFIU5MSNIT1IC17	Contoso Motors	Sedan	2014	FWD	Electric	Racing Green	Beige	Semi-automatic
1635	143	P7POEO9Q5GYMD72WP	Contoso Motors	Hatchback	2014	FWD	Electric	Blazing Gray	Red	Automatic
1636	636	5QNO3F92BPWRIAYSQ	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1637	903	NMBWNK2V5FTSVAYNC	Contoso Motors	SUV	2011	FWD	Electric	Silver	Silverstone	Automatic
1638	910	BVHUVVTKZ1L9J035P	Contoso Motors	SUV	2015	FWD	Hybrid	Silver	White	Automatic
1639	326	SWGF4JG31KV2Q6IW0	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Silver	Black	Automatic
1640	640	PND40OKF3OGAOF3PQ	Contoso Motors	Convertible 2DR	2015	FWD	6 Cylinder	Blue	Old Lace	Automatic
1641	211	953FW7GH2DQGMUB83	Contoso Motors	Coupe	2013	FWD	Electric	Racing Green	Beige	Automatic
1642	642	SPC2R8IRDA7BLB1FU	Contoso Motors	Hybrid	2014	FWD	Hybrid	Deep Blue	Brown	Semi-automatic
1643	40	22TYPMI6D6BKTOWS4	Contoso Motors	Truck	2011	RWD	Electric	Silver	Black	Automatic
1644	160	MWNPDQI25FRHDJIKM	Contoso Motors	Wagon	2011	FWD	Electric	Blazing Gray	Old Lace	Automatic
1645	142	YNPSM3Y08JPJJL9IE	Contoso Motors	Sedan	2005	AWD	Electric	Thunder Gray	Gray	Semi-automatic
1646	165	PNUB63REXYJO573IT	Contoso Motors	Sedan	2007	FWD	Electric	Electric Blue	Red	Semi-automatic
1647	202	FM7TA6Q201H1QXYK2	Contoso Motors	Sedan	2010	FWD	Electric	Thunder Gray	Gray	Semi-automatic
1648	208	OVHKMMLW5QZCZ4A06	Contoso Motors	Wagon	2013	FWD	Electric	Blazing Gray	Brown	Automatic
1649	65	7RAHAO9T3W02YNGOX	Contoso Motors	Truck	2007	FWD	Electric	Silver	Black	Automatic
1650	88	YK95FLWKUTBBUZZST	Contoso Motors	Truck	2016	FWD	Electric	Silver	Black	Automatic
1651	441	K0G1FK363MS3V74UJ	Contoso Motors	Coupe	2011	FWD	Electric	Chili Red	Black	Automatic
1652	652	I50RB3EXAQIXZ0EYK	Contoso Motors	Hybrid	2014	FWD	Hybrid	Blue	Old Lace	Semi-automatic
1653	913	J20TWR816OYXHKYK4	Contoso Motors	SUV	2014	FWD	Hybrid	Silver	Ivory	Automatic
1654	30	2Q8MCU41CQ69AAB6J	Contoso Motors	Commercial	2012	AWD	8 Cylinder	Silver	Black	Automatic
1655	655	EABPP9R6HJCHQHAJE	Contoso Motors	Convertible 2DR	2013	FWD	Electric	Midnight Black	Silverstone	Automatic
1656	917	G8N3Y50OFFYEW0D77	Contoso Motors	Crossover	2005	FWD	Hybrid	Silver	Beige	Automatic
1657	918	W1Y9YYJOU2JB89YJX	Contoso Motors	SUV	2007	FWD	Hybrid	Silver	Beige	Automatic
1658	658	EF8METSVDOITMZ5I0	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Blazing Gray	Nutmeg	Automatic
1659	933	JZLTQ6VXVL68UJXMX	Contoso Motors	SUV	2011	FWD	6 Cylinder	Silver	Beige	Automatic
1660	660	SCHZX0UZ8NNBP32KX	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1661	936	MU8D93ZS7FWREBRP1	Contoso Motors	SUV	2015	FWD	6 Cylinder	Silver	Beige	Automatic
1662	662	JJFQR6FXV45S2XG55	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1663	663	O0VDILSSHN16FX14C	Contoso Motors	Minivan	2013	FWD	6 Cylinder	Chili Red	Black	Automatic
1664	664	FDSW7I802BKJJDR6B	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Blue	Old Lace	Automatic
1665	665	QU0VRE0558IS31EM6	Contoso Motors	Minivan	2005	FWD	6 Cylinder	Silver	Ivory	Automatic
1666	666	FCCC0JZUGXD4WUZFR	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1667	262	7Q3YDXZB1ZRY2BNX6	Contoso Motors	Sedan	2015	FWD	Electric	Volcanic Orange	White	Semi-automatic
1668	304	E5X1LZVX86QN3CV2R	Contoso Motors	Wagon	2011	FWD	Electric	Blazing Gray	Smoke White	Automatic
1669	285	L4FD2S6N5GC7OD7RX	Contoso Motors	Sedan	2011	AWD	Electric	Pepper White	Dark Gray	Semi-automatic
1670	331	K3ZQGLFTDBM0BDDXB	Contoso Motors	Sedan	2014	FWD	Electric	Pepper White	Dark Gray	Semi-automatic
1671	937	5L0DMBN9IHY07PXGZ	Contoso Motors	SUV	2004	FWD	Electric	Silver	Beige	Automatic
1672	185	GEYMICFG1HBNERZ6L	Contoso Motors	Truck	2011	FWD	Electric	Silver	Black	Automatic
1673	203	HWNOTJPA7R5PBDWLZ	Contoso Motors	Truck	2013	AWD	Electric	Silver	Black	Automatic
1674	330	7C82LT94JMLBD9YEL	Contoso Motors	Wagon	2016	FWD	Electric	Blazing Gray	Nutmeg	Automatic
1675	527	7ZRZ7SQNBX2E1PR3X	Contoso Motors	Hatchback	2007	AWD	Electric	Blazing Gray	Silverstone	Automatic
1676	676	Z371Z54EPYQPMESC8	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Blue	Old Lace	Automatic
1677	677	V3UU8QTZWYW6UDMAG	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Silver	Ivory	Automatic
1678	939	QPLT2V1KC14RVJ2HZ	Contoso Motors	Crossover	2007	FWD	6 Cylinder	Silver	Beige	Automatic
1679	570	M89LQAUR2M8OJL9NB	Contoso Motors	Wagon	2005	FWD	Electric	Blazing Gray	Old Lace	Automatic
1680	280	6O32POOF1DXPOGKOQ	Contoso Motors	Truck	2016	FWD	Electric	Silver	Black	Automatic
1681	941	396IUGLTRPN4VKBKX	Contoso Motors	Crossover	2011	AWD	10 Cylinder	Silver	Beige	Automatic
1682	382	9EDN7R7D50YQZWN8Y	Contoso Motors	Sedan	2009	FWD	Electric	Blue	Old Lace	Semi-automatic
1683	579	IKJ5NQPEW4LNC8AYM	Contoso Motors	Hatchback	2012	FWD	Electric	Blazing Gray	Dark Gray	Automatic
1684	684	YP7A6G1W2N7VNJ849	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1685	951	FIFQC8G5IQDSP0HZW	Contoso Motors	SUV	2013	FWD	12 Cylinder	Silver	Beige	Automatic
1686	958	DZ0JN3HME3OKBBFYU	Contoso Motors	SUV	2015	AWD	10 Cylinder	Silver	Beige	Automatic
1687	118	AESQX3ZKCFM25HNNE	Contoso Motors	Commercial	2010	AWD	8 Cylinder	Silver	Black	Automatic
1688	688	NH1SK0I6BX6XF05MX	Contoso Motors	Convertible 2DR	2016	FWD	6 Cylinder	Blue	Old Lace	Automatic
1689	835	B98FFFQ3HDRX8SLMV	Contoso Motors	Coupe	2007	FWD	Electric	Racing Green	Beige	Automatic
1690	690	8DPS2FIS26U15IL9P	Contoso Motors	Hybrid	2014	FWD	Hybrid	Deep Blue	Brown	Semi-automatic
1691	450	DHPVT5LN2MSGSMEMP	Contoso Motors	Truck	2013	FWD	Electric	Silver	Black	Automatic
1692	780	SZBAR4VUGY08X8JKN	Contoso Motors	Wagon	2013	AWD	Electric	Blazing Gray	White	Automatic
1693	405	PK70FRDXM0A7D00IB	Contoso Motors	Sedan	2004	FWD	Electric	Chili Red	Black	Semi-automatic
1694	455	87NAPA5IHNG5E2FLU	Contoso Motors	Sedan	2006	FWD	Electric	Midnight Black	Silverstone	Semi-automatic
1695	526	8NTGYTURD5U7DNX0Z	Contoso Motors	Sedan	2015	FWD	Electric	White Silver	Smoke White	Semi-automatic
1696	852	4TIX69ZZ8YSTOLDZ3	Contoso Motors	Hatchback	2016	AWD	Electric	Blazing Gray	Old Lace	Automatic
1697	473	ME04HHTNX276VQD15	Contoso Motors	Truck	2014	RWD	Electric	Silver	Black	Automatic
1698	587	RHY4I7HZ15471I333	Contoso Motors	Truck	2007	FWD	Electric	Silver	Black	Automatic
1699	969	2YWYDXNLDHHR9XRME	Contoso Motors	Coupe	2011	FWD	Electric	Silver	Black	Automatic
1700	700	JO5ZFOCJD72V9CX0D	Contoso Motors	Hybrid	2014	FWD	Hybrid	Deep Blue	Brown	Semi-automatic
1701	961	U9OIY7EOWOI2YE72I	Contoso Motors	SUV	2005	AWD	Hybrid	Silver	Beige	Automatic
1702	454	5JZN82IAK0YTZDH4R	Contoso Motors	Commercial	2010	AWD	8 Cylinder	Silver	Black	Automatic
1703	703	LLA6XUGWOTOZ0X5FX	Contoso Motors	Convertible 2DR	2016	RWD	12 Cylinder	Racing Green	Beige	Automatic
1704	965	O2BP2GUZ5NTPXT0AQ	Contoso Motors	Crossover	2004	AWD	6 Cylinder	Silver	Beige	Automatic
1705	966	FBBYST4XSAYYR2RL8	Contoso Motors	SUV	2005	FWD	Electric	Silver	Beige	Automatic
1706	706	JJW3OFY2BK8439VBD	Contoso Motors	Minivan	2015	FWD	6 Cylinder	Thunder Gray	Gray	Automatic
1707	981	XTLXKBJTDD9VU4KEU	Contoso Motors	SUV	2004	RWD	4 Cylinder	Silver	Beige	Automatic
1708	708	TOIXIEYYLH11CH7NH	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Volcanic Orange	White	Automatic
1709	984	JT68XQJP6G4OQTB30	Contoso Motors	SUV	2016	FWD	4 Cylinder	Silver	Beige	Automatic
1710	710	MV9IRF1YD2M42M0L1	Contoso Motors	Minivan	2007	FWD	6 Cylinder	Blue	Old Lace	Automatic
1711	711	SSBRUGC4FBHQEJ3RK	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Silver	Ivory	Automatic
1712	712	0IPUYIOCUWJT4V20V	Contoso Motors	Minivan	2011	FWD	6 Cylinder	Deep Blue	Brown	Automatic
1713	713	R19QRPMJUKFVUG4UT	Contoso Motors	Minivan	2004	FWD	6 Cylinder	Midnight Black	Silverstone	Automatic
1714	714	NP704LVE7E996YTR3	Contoso Motors	Minivan	2005	FWD	6 Cylinder	White Silver	Smoke White	Automatic
1715	538	Q8M77PMTJUT0JEFY0	Contoso Motors	Sedan	2005	AWD	Electric	White Silver	Smoke White	Semi-automatic
1716	900	ZQOYYE8AWT1N28DIC	Contoso Motors	Hatchback	2005	FWD	Electric	Blazing Gray	Old Lace	Automatic
1717	586	PLD1V7LHPF90MXQ0C	Contoso Motors	Sedan	2005	FWD	Electric	White Silver	Smoke White	Semi-automatic
1718	598	H3H68R551K4NH4RIX	Contoso Motors	Sedan	2010	FWD	Electric	White Silver	Smoke White	Semi-automatic
1719	985	I7W8KMBD4L3XHBI96	Contoso Motors	SUV	2011	FWD	4 Cylinder	Silver	Beige	Automatic
1720	593	7AZTQAEV9PQZ5GLAC	Contoso Motors	Truck	2007	FWD	Electric	Silver	Black	Automatic
1721	786	AF0WV5FT4P49HYO9A	Contoso Motors	Truck	2007	FWD	Electric	Silver	Black	Automatic
1722	906	RC7K5KN7EY5V6QQSW	Contoso Motors	Wagon	2007	RWD	Electric	Blazing Gray	Nutmeg	Automatic
1723	954	WTXY1OCOXVUIJNT3U	Contoso Motors	Wagon	2015	FWD	Electric	Blazing Gray	Gray	Automatic
1724	724	9L8C15C6NR9I5FL1E	Contoso Motors	Minivan	2016	FWD	6 Cylinder	Deep Blue	Brown	Automatic
